,country,country_source,period,sex,age_group,Dx_covid_season,population,mx_covid_season
294,France,France (CepiDC),autumn 2020,1,0-24,5,9791865.25,0.000510627941903102
295,France,France (CepiDC),autumn 2020,1,25-44,50,8245997.75,0.00606354761617537
296,France,France (CepiDC),autumn 2020,1,45-64,430,8939554.25,0.0481008323205824
297,France,France (CepiDC),autumn 2020,1,65-74,910,4020665.75,0.226330676704474
298,France,France (CepiDC),autumn 2020,1,75-84,2544,2352526.0,1.08139081140867
299,France,France (CepiDC),autumn 2020,1,85+,9076,1548734.5,5.86026849663386
300,France,France (CepiDC),autumn 2020,2,0-24,3,10243575.5,0.000292866489830626
301,France,France (CepiDC),autumn 2020,2,25-44,49,7916048.0,0.006189957413093
302,France,France (CepiDC),autumn 2020,2,45-64,800,8511521.25,0.093990248805406
303,France,France (CepiDC),autumn 2020,2,65-74,2061,3508649.25,0.587405537900376
304,France,France (CepiDC),autumn 2020,2,75-84,4231,1775241.25,2.38333803926649
305,France,France (CepiDC),autumn 2020,2,85+,6585,728948.75,9.03355688585789
306,France,France (CepiDC),autumn 2021,0,0-24,13,20022104.0,0.000649282413077067
307,France,France (CepiDC),autumn 2021,0,25-44,81,16167463.0,0.00501006249403509
308,France,France (CepiDC),autumn 2021,0,45-64,672,17390473.0,0.0386418471768997
309,France,France (CepiDC),autumn 2021,0,65-74,1014,7593982.0,0.133526784761934
310,France,France (CepiDC),autumn 2021,0,75-84,1475,4284988.0,0.344225001330225
311,France,France (CepiDC),autumn 2021,0,85+,2427,2307636.0,1.05172566210616
312,France,France (CepiDC),autumn 2021,1,0-24,3,9782654.25,0.000306665238628872
313,France,France (CepiDC),autumn 2021,1,25-44,27,8252956.5,0.00327155486642878
314,France,France (CepiDC),autumn 2021,1,45-64,247,8905214.0,0.0277365597278179
315,France,France (CepiDC),autumn 2021,1,65-74,372,4062852.75,0.091561280432819
316,France,France (CepiDC),autumn 2021,1,75-84,588,2434116.0,0.241566137357464
317,France,France (CepiDC),autumn 2021,1,85+,1391,1564657.0,0.889012735698623
318,France,France (CepiDC),autumn 2021,2,0-24,10,10239449.75,0.000976614978749224
319,France,France (CepiDC),autumn 2021,2,25-44,54,7914506.5,0.0068229143535355
320,France,France (CepiDC),autumn 2021,2,45-64,425,8485259.0,0.0500868624045536
321,France,France (CepiDC),autumn 2021,2,65-74,642,3531129.25,0.181811526723356
322,France,France (CepiDC),autumn 2021,2,75-84,887,1850872.0,0.479233572067652
323,France,France (CepiDC),autumn 2021,2,85+,1036,742979.0,1.39438665157427
324,France,France (CepiDC),spring 2020,0,0-24,18,20039980.25,0.00089820447802088
325,France,France (CepiDC),spring 2020,0,25-44,243,16171599.25,0.0150263431738206
326,France,France (CepiDC),spring 2020,0,45-64,2543,17470580.5,0.145558987006757
327,France,France (CepiDC),spring 2020,0,65-74,4488,7437937.0,0.603393118279975
328,France,France (CepiDC),spring 2020,0,75-84,8645,4107631.75,2.10461904234721
329,France,France (CepiDC),spring 2020,0,85+,18168,2269461.75,8.0054224311117
330,France,France (CepiDC),spring 2020,1,0-24,8,9795591.75,0.000816693897027712
331,France,France (CepiDC),spring 2020,1,25-44,76,8247983.25,0.00921437370765757
332,France,France (CepiDC),spring 2020,1,45-64,771,8952050.75,0.0861255171056755
333,France,France (CepiDC),spring 2020,1,65-74,1352,3967625.25,0.340757988673451
334,France,France (CepiDC),spring 2020,1,75-84,3560,2344116.0,1.51869617373884
335,France,France (CepiDC),spring 2020,1,85+,10980,1544177.5,7.11058152317334
336,France,France (CepiDC),spring 2020,2,0-24,10,10244388.5,0.000976144159312193
337,France,France (CepiDC),spring 2020,2,25-44,167,7923616.0,0.0210762359003768
338,France,France (CepiDC),spring 2020,2,45-64,1772,8518529.75,0.208017117038301
339,France,France (CepiDC),spring 2020,2,65-74,3136,3470311.75,0.903665211057767
340,France,France (CepiDC),spring 2020,2,75-84,5085,1763515.75,2.88344461907981
341,France,France (CepiDC),spring 2020,2,85+,7188,725284.25,9.91059712105978
342,France,France (CepiDC),spring 2021,0,0-24,13,20029482.0,0.000649043245352027
343,France,France (CepiDC),spring 2021,0,25-44,194,16160667.0,0.0120044550141402
344,France,France (CepiDC),spring 2021,0,45-64,2196,17424373.0,0.126030359887268
345,France,France (CepiDC),spring 2021,0,65-74,4680,7581330.0,0.617305934446858
346,France,France (CepiDC),spring 2021,0,75-84,6999,4186886.0,1.6716480935951
347,France,France (CepiDC),spring 2021,0,85+,11129,2290408.0,4.85895962640717
348,France,France (CepiDC),spring 2021,1,0-24,8,9787552.75,0.000817364688021732
349,France,France (CepiDC),spring 2021,1,25-44,74,8247655.5,0.00897224671908277
350,France,France (CepiDC),spring 2021,1,45-64,757,8923942.0,0.0848279829698579
351,France,France (CepiDC),spring 2021,1,65-74,1531,4052408.25,0.377800040260011
352,France,France (CepiDC),spring 2021,1,75-84,2765,2382526.0,1.1605329805425
353,France,France (CepiDC),spring 2021,1,85+,6175,1555561.0,3.96962896344148
354,France,France (CepiDC),spring 2021,2,0-24,5,10241929.25,0.000488189273519928
355,France,France (CepiDC),spring 2021,2,25-44,120,7913011.5,0.015164896449348
356,France,France (CepiDC),spring 2021,2,45-64,1439,8500431.0,0.169285533874694
357,France,France (CepiDC),spring 2021,2,65-74,3149,3528921.75,0.892340556998749
358,France,France (CepiDC),spring 2021,2,75-84,4234,1804360.0,2.34653838480126
359,France,France (CepiDC),spring 2021,2,85+,4954,734847.0,6.74153939527548
360,France,France (CepiDC),summer 2020,0,0-24,2,20037710.5,9.98118023513714e-05
361,France,France (CepiDC),summer 2020,0,25-44,20,16166822.5,0.0012371014774239
362,France,France (CepiDC),summer 2020,0,45-64,204,17460828.0,0.011683294744098
363,France,France (CepiDC),summer 2020,0,65-74,313,7483626.0,0.0418246448980748
364,France,France (CepiDC),summer 2020,0,75-84,508,4117699.5,0.123369857368174
365,France,France (CepiDC),summer 2020,0,85+,1205,2273572.5,0.530002891924493
366,France,France (CepiDC),summer 2020,1,0-24,1,9793728.5,0.00010210615905883
367,France,France (CepiDC),summer 2020,1,25-44,10,8246990.5,0.00121256354060308
368,France,France (CepiDC),summer 2020,1,45-64,76,8945802.5,0.00849560450278217
369,France,France (CepiDC),summer 2020,1,65-74,95,3994145.5,0.0237848120455301
370,France,France (CepiDC),summer 2020,1,75-84,229,2348321.0,0.0975164809240304
371,France,France (CepiDC),summer 2020,1,85+,785,1546456.0,0.507612243736647
372,France,France (CepiDC),summer 2020,2,0-24,1,10243982.0,9.76182894503329e-05
373,France,France (CepiDC),summer 2020,2,25-44,10,7919832.0,0.00126265304617573
374,France,France (CepiDC),summer 2020,2,45-64,128,8515025.5,0.015032250931016
375,France,France (CepiDC),summer 2020,2,65-74,218,3489480.5,0.0624734828006633
376,France,France (CepiDC),summer 2020,2,75-84,279,1769378.5,0.157682485686358
377,France,France (CepiDC),summer 2020,2,85+,420,727116.5,0.577624080872873
378,France,France (CepiDC),summer 2021,0,0-24,10,20025793.0,0.000499356005527471
379,France,France (CepiDC),summer 2021,0,25-44,111,16164065.0,0.00686708448648282
380,France,France (CepiDC),summer 2021,0,45-64,851,17407423.0,0.0488871902521126
381,France,France (CepiDC),summer 2021,0,65-74,1178,7587656.0,0.155252162196072
382,France,France (CepiDC),summer 2021,0,75-84,1433,4235937.0,0.338295871728026
383,France,France (CepiDC),summer 2021,0,85+,2448,2299022.0,1.06480059781942
384,France,France (CepiDC),summer 2021,1,0-24,6,9785103.5,0.000613176958220217
385,France,France (CepiDC),summer 2021,1,25-44,53,8250306.0,0.00642400415208842
386,France,France (CepiDC),summer 2021,1,45-64,294,8914578.0,0.0329796878775417
387,France,France (CepiDC),summer 2021,1,65-74,438,4057630.5,0.107944772201412
388,France,France (CepiDC),summer 2021,1,75-84,624,2408321.0,0.259101672908221
389,France,France (CepiDC),summer 2021,1,85+,1416,1560109.0,0.907628890032684
390,France,France (CepiDC),summer 2021,2,0-24,4,10240689.5,0.000390598699433275
391,France,France (CepiDC),summer 2021,2,25-44,58,7913759.0,0.00732900761825069
392,France,France (CepiDC),summer 2021,2,45-64,557,8492845.0,0.0655846185818769
393,France,France (CepiDC),summer 2021,2,65-74,740,3530025.5,0.209630213719419
394,France,France (CepiDC),summer 2021,2,75-84,809,1827616.0,0.442653161276767
395,France,France (CepiDC),summer 2021,2,85+,1032,738913.0,1.39664615455405
396,France,France (CepiDC),winter 2020-2021,0,0-24,9,20033171.0,0.000449254888305002
397,France,France (CepiDC),winter 2020-2021,0,25-44,110,16157269.0,0.00680808124194751
398,France,France (CepiDC),winter 2020-2021,0,45-64,1836,17441323.0,0.105267243775028
399,France,France (CepiDC),winter 2020-2021,0,65-74,4547,7575004.0,0.600263709431704
400,France,France (CepiDC),winter 2020-2021,0,75-84,9634,4137835.0,2.32827070194921
401,France,France (CepiDC),winter 2020-2021,0,85+,23603,2281794.0,10.3440538453515
402,France,France (CepiDC),winter 2020-2021,1,0-24,5,9790002.0,0.000510725125490271
403,France,France (CepiDC),winter 2020-2021,1,25-44,51,8245005.0,0.00618556325920967
404,France,France (CepiDC),winter 2020-2021,1,45-64,637,8933306.0,0.0713061883249046
405,France,France (CepiDC),winter 2020-2021,1,65-74,1486,4047186.0,0.367168694495385
406,France,France (CepiDC),winter 2020-2021,1,75-84,3887,2356731.0,1.64931848395086
407,France,France (CepiDC),winter 2020-2021,1,85+,14086,1551013.0,9.08180653547069
408,France,France (CepiDC),winter 2020-2021,2,0-24,4,10243169.0,0.000390504149643533
409,France,France (CepiDC),winter 2020-2021,2,25-44,59,7912264.0,0.0074567784896965
410,France,France (CepiDC),winter 2020-2021,2,45-64,1199,8508017.0,0.140925905531218
411,France,France (CepiDC),winter 2020-2021,2,65-74,3061,3527818.0,0.867675146506991
412,France,France (CepiDC),winter 2020-2021,2,75-84,5747,1781104.0,3.22665043703231
413,France,France (CepiDC),winter 2020-2021,2,85+,9517,730781.0,13.0230534181923
414,Scotland,Scotland (NRS),autumn 2020,0,0-14,0,857723.0,0.0
415,Scotland,Scotland (NRS),autumn 2020,0,15-44,10,2056179.25,0.00486338922056528
416,Scotland,Scotland (NRS),autumn 2020,0,45-64,164,1492964.0,0.109848596483237
417,Scotland,Scotland (NRS),autumn 2020,0,65-74,248,588377.75,0.421497923740318
418,Scotland,Scotland (NRS),autumn 2020,0,75-84,490,342763.75,1.42955607178414
419,Scotland,Scotland (NRS),autumn 2020,0,85+,502,128839.0,3.89633573684987
420,Scotland,Scotland (NRS),autumn 2020,1,0-14,0,418049.0,0.0
421,Scotland,Scotland (NRS),autumn 2020,1,15-44,4,1029448.25,0.00388557656977901
422,Scotland,Scotland (NRS),autumn 2020,1,45-64,56,771317.75,0.0726030225545827
423,Scotland,Scotland (NRS),autumn 2020,1,65-74,105,307024.25,0.341992529906025
424,Scotland,Scotland (NRS),autumn 2020,1,75-84,193,192507.25,1.00255964385757
425,Scotland,Scotland (NRS),autumn 2020,1,85+,285,82692.5,3.4465036127823
426,Scotland,Scotland (NRS),autumn 2020,2,0-14,0,439674.0,0.0
427,Scotland,Scotland (NRS),autumn 2020,2,15-44,6,1026731.0,0.00584378965863503
428,Scotland,Scotland (NRS),autumn 2020,2,45-64,108,721646.25,0.149657813644843
429,Scotland,Scotland (NRS),autumn 2020,2,65-74,143,281353.5,0.50825740571914
430,Scotland,Scotland (NRS),autumn 2020,2,75-84,297,150256.5,1.97661997983448
431,Scotland,Scotland (NRS),autumn 2020,2,85+,217,46146.5,4.70241513440889
432,Scotland,Scotland (NRS),autumn 2021,0,0-14,0,848864.5,0.0
433,Scotland,Scotland (NRS),autumn 2021,0,15-44,40,2061180.5,0.0194063547564126
434,Scotland,Scotland (NRS),autumn 2021,0,45-64,244,1483787.75,0.16444400487873
435,Scotland,Scotland (NRS),autumn 2021,0,65-74,362,593645.5,0.609791533836271
436,Scotland,Scotland (NRS),autumn 2021,0,75-84,472,351336.75,1.34344044566929
437,Scotland,Scotland (NRS),autumn 2021,0,85+,471,130931.25,3.59730774738651
438,Scotland,Scotland (NRS),autumn 2021,1,0-14,0,413539.5,0.0
439,Scotland,Scotland (NRS),autumn 2021,1,15-44,19,1030894.75,0.0184305914837572
440,Scotland,Scotland (NRS),autumn 2021,1,45-64,86,767164.5,0.112101120424629
441,Scotland,Scotland (NRS),autumn 2021,1,65-74,149,310063.25,0.480547114177511
442,Scotland,Scotland (NRS),autumn 2021,1,75-84,197,196332.5,1.00339984465129
443,Scotland,Scotland (NRS),autumn 2021,1,85+,254,83726.75,3.03367800613305
444,Scotland,Scotland (NRS),autumn 2021,2,0-14,0,435325.0,0.0
445,Scotland,Scotland (NRS),autumn 2021,2,15-44,21,1030285.75,0.0203826948009327
446,Scotland,Scotland (NRS),autumn 2021,2,45-64,158,716623.25,0.220478473172619
447,Scotland,Scotland (NRS),autumn 2021,2,65-74,213,283582.25,0.751104838190684
448,Scotland,Scotland (NRS),autumn 2021,2,75-84,275,155004.25,1.77414490247848
449,Scotland,Scotland (NRS),autumn 2021,2,85+,217,47204.5,4.59701935196856
450,Scotland,Scotland (NRS),spring 2020,0,0-14,0,861268.75,0.0
451,Scotland,Scotland (NRS),spring 2020,0,15-44,25,2054656.5,0.012167483956564
452,Scotland,Scotland (NRS),spring 2020,0,45-64,327,1496303.5,0.218538551837913
453,Scotland,Scotland (NRS),spring 2020,0,65-74,574,584272.25,0.98241872688631
454,Scotland,Scotland (NRS),spring 2020,0,75-84,1308,340819.0,3.8378142063676
455,Scotland,Scotland (NRS),spring 2020,0,85+,1681,128005.0,13.13229951955
456,Scotland,Scotland (NRS),spring 2020,1,0-14,0,419816.5,0.0
457,Scotland,Scotland (NRS),spring 2020,1,15-44,13,1029336.0,0.0126295009598421
458,Scotland,Scotland (NRS),spring 2020,1,45-64,114,772623.75,0.147549179015012
459,Scotland,Scotland (NRS),spring 2020,1,65-74,212,304743.25,0.695667582464911
460,Scotland,Scotland (NRS),spring 2020,1,75-84,588,191778.5,3.06603712094943
461,Scotland,Scotland (NRS),spring 2020,1,85+,1019,82367.25,12.3714218940173
462,Scotland,Scotland (NRS),spring 2020,2,0-14,0,441452.25,0.0
463,Scotland,Scotland (NRS),spring 2020,2,15-44,12,1025320.5,0.0117036575392767
464,Scotland,Scotland (NRS),spring 2020,2,45-64,213,723679.75,0.294329086864735
465,Scotland,Scotland (NRS),spring 2020,2,65-74,362,279529.0,1.29503557770392
466,Scotland,Scotland (NRS),spring 2020,2,75-84,720,149040.5,4.83090166766751
467,Scotland,Scotland (NRS),spring 2020,2,85+,662,45637.75,14.5055354394115
468,Scotland,Scotland (NRS),spring 2021,0,0-14,1,853589.0,0.00117152400042643
469,Scotland,Scotland (NRS),spring 2021,0,15-44,15,2058177.75,0.00728800027111361
470,Scotland,Scotland (NRS),spring 2021,0,45-64,112,1488992.0,0.0752186714233522
471,Scotland,Scotland (NRS),spring 2021,0,65-74,114,592607.25,0.192370241842299
472,Scotland,Scotland (NRS),spring 2021,0,75-84,147,345279.25,0.42574235202376
473,Scotland,Scotland (NRS),spring 2021,0,85+,153,129895.0,1.17787443704531
474,Scotland,Scotland (NRS),spring 2021,1,0-14,1,415929.0,0.00240425649569999
475,Scotland,Scotland (NRS),spring 2021,1,15-44,4,1029884.75,0.00388392973097232
476,Scotland,Scotland (NRS),spring 2021,1,45-64,50,769613.25,0.064967696437139
477,Scotland,Scotland (NRS),spring 2021,1,65-74,47,309424.75,0.151894766013385
478,Scotland,Scotland (NRS),spring 2021,1,75-84,71,193461.75,0.366997610638796
479,Scotland,Scotland (NRS),spring 2021,1,85+,91,83227.5,1.09338860352648
480,Scotland,Scotland (NRS),spring 2021,2,0-14,0,437660.0,0.0
481,Scotland,Scotland (NRS),spring 2021,2,15-44,11,1028293.0,0.0106973401549947
482,Scotland,Scotland (NRS),spring 2021,2,45-64,62,719378.75,0.086185476009682
483,Scotland,Scotland (NRS),spring 2021,2,65-74,67,283182.5,0.236596541099821
484,Scotland,Scotland (NRS),spring 2021,2,75-84,76,151817.5,0.500601050603521
485,Scotland,Scotland (NRS),spring 2021,2,85+,62,46667.5,1.32854770450528
486,Scotland,Scotland (NRS),summer 2020,0,0-14,0,859790.0,0.0
487,Scotland,Scotland (NRS),summer 2020,0,15-44,5,2055180.0,0.00243287692562209
488,Scotland,Scotland (NRS),summer 2020,0,45-64,24,1494950.0,0.016054048630389
489,Scotland,Scotland (NRS),summer 2020,0,65-74,30,586263.0,0.0511715731676739
490,Scotland,Scotland (NRS),summer 2020,0,75-84,106,341506.0,0.310389861378717
491,Scotland,Scotland (NRS),summer 2020,0,85+,150,128311.0,1.16903461121806
492,Scotland,Scotland (NRS),summer 2020,1,0-14,0,419109.0,0.0
493,Scotland,Scotland (NRS),summer 2020,1,15-44,2,1029230.0,0.00194320025650243
494,Scotland,Scotland (NRS),summer 2020,1,45-64,7,772170.0,0.009065361254646
495,Scotland,Scotland (NRS),summer 2020,1,65-74,17,305824.0,0.0555875274667783
496,Scotland,Scotland (NRS),summer 2020,1,75-84,52,192030.0,0.270791022236109
497,Scotland,Scotland (NRS),summer 2020,1,85+,106,82425.0,1.28601759175008
498,Scotland,Scotland (NRS),summer 2020,2,0-14,0,440681.0,0.0
499,Scotland,Scotland (NRS),summer 2020,2,15-44,3,1025950.0,0.00292411910911838
500,Scotland,Scotland (NRS),summer 2020,2,45-64,17,722780.0,0.0235202966324469
501,Scotland,Scotland (NRS),summer 2020,2,65-74,13,280439.0,0.0463558920121666
502,Scotland,Scotland (NRS),summer 2020,2,75-84,54,149476.0,0.361262008616768
503,Scotland,Scotland (NRS),summer 2020,2,85+,44,45886.0,0.958898138865885
504,Scotland,Scotland (NRS),summer 2021,0,0-14,0,851522.0,0.0
505,Scotland,Scotland (NRS),summer 2021,0,15-44,19,2059177.0,0.00922698728666841
506,Scotland,Scotland (NRS),summer 2021,0,45-64,88,1487006.0,0.0591793173665742
507,Scotland,Scotland (NRS),summer 2021,0,65-74,89,594722.0,0.149649752321253
508,Scotland,Scotland (NRS),summer 2021,0,75-84,123,346537.0,0.354940453688928
509,Scotland,Scotland (NRS),summer 2021,0,85+,118,130423.0,0.90474839560507
510,Scotland,Scotland (NRS),summer 2021,1,0-14,0,414869.0,0.0
511,Scotland,Scotland (NRS),summer 2021,1,15-44,8,1030103.0,0.00776621366989515
512,Scotland,Scotland (NRS),summer 2021,1,45-64,38,768761.0,0.0494301870152102
513,Scotland,Scotland (NRS),summer 2021,1,65-74,29,310625.0,0.0933601609657948
514,Scotland,Scotland (NRS),summer 2021,1,75-84,46,193939.0,0.237187981788088
515,Scotland,Scotland (NRS),summer 2021,1,85+,53,83495.0,0.634768549014911
516,Scotland,Scotland (NRS),summer 2021,2,0-14,0,436653.0,0.0
517,Scotland,Scotland (NRS),summer 2021,2,15-44,11,1029074.0,0.0106892215720152
518,Scotland,Scotland (NRS),summer 2021,2,45-64,50,718245.0,0.0696141288835982
519,Scotland,Scotland (NRS),summer 2021,2,65-74,60,284097.0,0.211195471969081
520,Scotland,Scotland (NRS),summer 2021,2,75-84,77,152598.0,0.504593769249925
521,Scotland,Scotland (NRS),summer 2021,2,85+,65,46928.0,1.38510057961132
522,Scotland,Scotland (NRS),winter 2020-2021,0,0-14,3,855656.0,0.00350608188337369
523,Scotland,Scotland (NRS),winter 2020-2021,0,15-44,32,2057178.5,0.0155552860386204
524,Scotland,Scotland (NRS),winter 2020-2021,0,45-64,427,1490978.0,0.286389202255164
525,Scotland,Scotland (NRS),winter 2020-2021,0,65-74,705,590492.5,1.1939186357151
526,Scotland,Scotland (NRS),winter 2020-2021,0,75-84,1224,344021.5,3.5579171650609
527,Scotland,Scotland (NRS),winter 2020-2021,0,85+,1564,129367.0,12.0896364606121
528,Scotland,Scotland (NRS),winter 2020-2021,1,0-14,2,416989.0,0.00479628959037289
529,Scotland,Scotland (NRS),winter 2020-2021,1,15-44,14,1029666.5,0.0135966354154476
530,Scotland,Scotland (NRS),winter 2020-2021,1,45-64,183,770465.5,0.2375187467836
531,Scotland,Scotland (NRS),winter 2020-2021,1,65-74,282,308224.5,0.914917535757216
532,Scotland,Scotland (NRS),winter 2020-2021,1,75-84,567,192984.5,2.93805979236674
533,Scotland,Scotland (NRS),winter 2020-2021,1,85+,895,82960.0,10.7883317261331
534,Scotland,Scotland (NRS),winter 2020-2021,2,0-14,1,438667.0,0.00227963352611434
535,Scotland,Scotland (NRS),winter 2020-2021,2,15-44,18,1027512.0,0.0175180435848924
536,Scotland,Scotland (NRS),winter 2020-2021,2,45-64,244,720512.5,0.338647837476796
537,Scotland,Scotland (NRS),winter 2020-2021,2,65-74,423,282268.0,1.49857582155965
538,Scotland,Scotland (NRS),winter 2020-2021,2,75-84,657,151037.0,4.34992750120831
539,Scotland,Scotland (NRS),winter 2020-2021,2,85+,669,46407.0,14.4159286314565
540,Scotland,Scotland (NRS),winter 2021-2022,0,0-14,2,846207.0,0.00236348789362414
541,Scotland,Scotland (NRS),winter 2021-2022,0,15-44,21,2063184.0,0.0101784426401135
542,Scotland,Scotland (NRS),winter 2021-2022,0,45-64,160,1480569.5,0.10806652440159
543,Scotland,Scotland (NRS),winter 2021-2022,0,65-74,199,592569.0,0.335825870067452
544,Scotland,Scotland (NRS),winter 2021-2022,0,75-84,348,356136.5,0.97715342291509
545,Scotland,Scotland (NRS),winter 2021-2022,0,85+,451,131439.5,3.43123642436254
546,Scotland,Scotland (NRS),winter 2021-2022,1,0-14,1,412210.0,0.00242594793915723
547,Scotland,Scotland (NRS),winter 2021-2022,1,15-44,9,1031686.5,0.00872358027365871
548,Scotland,Scotland (NRS),winter 2021-2022,1,45-64,59,765568.0,0.0770669620464805
549,Scotland,Scotland (NRS),winter 2021-2022,1,65-74,86,309501.5,0.27786618158555
550,Scotland,Scotland (NRS),winter 2021-2022,1,75-84,162,198726.0,0.815192777995834
551,Scotland,Scotland (NRS),winter 2021-2022,1,85+,258,83958.5,3.07294675345558
552,Scotland,Scotland (NRS),winter 2021-2022,2,0-14,1,433997.0,0.00230416339283451
553,Scotland,Scotland (NRS),winter 2021-2022,2,15-44,12,1031497.5,0.0116335715791846
554,Scotland,Scotland (NRS),winter 2021-2022,2,45-64,101,715001.5,0.141258444912353
555,Scotland,Scotland (NRS),winter 2021-2022,2,65-74,113,283067.5,0.399198071131444
556,Scotland,Scotland (NRS),winter 2021-2022,2,75-84,186,157410.5,1.18162384339037
557,Scotland,Scotland (NRS),winter 2021-2022,2,85+,193,47481.0,4.06478380826015
558,Sweden,Sweden (NBHW),autumn 2020,0,0-49,17,6407795.75,0.00265301839560039
559,Sweden,Sweden (NBHW),autumn 2020,0,50-59,23,1307149.5,0.0175955389953483
560,Sweden,Sweden (NBHW),autumn 2020,0,60-69,73,1106579.5,0.0659690514780005
561,Sweden,Sweden (NBHW),autumn 2020,0,70-74,73,553066.5,0.131991360894214
562,Sweden,Sweden (NBHW),autumn 2020,0,75-84,337,728945.75,0.46231149574574
563,Sweden,Sweden (NBHW),autumn 2020,0,85+,562,262831.5,2.13825207404744
564,Sweden,Sweden (NBHW),autumn 2020,1,0-49,5,3109746.25,0.00160784822877429
565,Sweden,Sweden (NBHW),autumn 2020,1,50-59,5,645001.0,0.00775192596600625
566,Sweden,Sweden (NBHW),autumn 2020,1,60-69,22,555587.0,0.0395977587668538
567,Sweden,Sweden (NBHW),autumn 2020,1,70-74,23,283543.25,0.0811163728990198
568,Sweden,Sweden (NBHW),autumn 2020,1,75-84,126,388346.25,0.32445272743074
569,Sweden,Sweden (NBHW),autumn 2020,1,85+,315,168056.0,1.87437520826391
570,Sweden,Sweden (NBHW),autumn 2020,2,0-49,12,3298049.5,0.00363851421878295
571,Sweden,Sweden (NBHW),autumn 2020,2,50-59,18,662148.5,0.0271842343522639
572,Sweden,Sweden (NBHW),autumn 2020,2,60-69,51,550992.5,0.092560243560484
573,Sweden,Sweden (NBHW),autumn 2020,2,70-74,50,269523.25,0.185512752610396
574,Sweden,Sweden (NBHW),autumn 2020,2,75-84,211,340599.5,0.619495918226539
575,Sweden,Sweden (NBHW),autumn 2020,2,85+,247,94775.5,2.60615876465964
576,Sweden,Sweden (NBHW),autumn 2021,0,0-49,15,6431147.25,0.00233239878001549
577,Sweden,Sweden (NBHW),autumn 2021,0,50-59,21,1322161.75,0.0158830793584824
578,Sweden,Sweden (NBHW),autumn 2021,0,60-69,64,1109011.75,0.0577090368970392
579,Sweden,Sweden (NBHW),autumn 2021,0,70-74,53,539741.25,0.0981952000148219
580,Sweden,Sweden (NBHW),autumn 2021,0,75-84,139,764866.5,0.181731060256921
581,Sweden,Sweden (NBHW),autumn 2021,0,85+,171,267139.75,0.640114397052479
582,Sweden,Sweden (NBHW),autumn 2021,1,0-49,6,3120894.0,0.0019225260454216
583,Sweden,Sweden (NBHW),autumn 2021,1,50-59,6,652554.25,0.00919463784045541
584,Sweden,Sweden (NBHW),autumn 2021,1,60-69,21,556359.0,0.0377454125843206
585,Sweden,Sweden (NBHW),autumn 2021,1,70-74,16,277059.0,0.0577494324313594
586,Sweden,Sweden (NBHW),autumn 2021,1,75-84,59,406199.25,0.145248914172047
587,Sweden,Sweden (NBHW),autumn 2021,1,85+,84,169760.75,0.494814025032288
588,Sweden,Sweden (NBHW),autumn 2021,2,0-49,9,3310253.25,0.00271882521375064
589,Sweden,Sweden (NBHW),autumn 2021,2,50-59,15,669607.5,0.0224011827824509
590,Sweden,Sweden (NBHW),autumn 2021,2,60-69,43,552652.75,0.0778065430779092
591,Sweden,Sweden (NBHW),autumn 2021,2,70-74,37,262682.25,0.140854587624402
592,Sweden,Sweden (NBHW),autumn 2021,2,75-84,80,358667.25,0.223047964373664
593,Sweden,Sweden (NBHW),autumn 2021,2,85+,87,97379.0,0.893416445024081
594,Sweden,Sweden (NBHW),spring 2020,0,0-49,42,6399911.25,0.00656259100467995
595,Sweden,Sweden (NBHW),spring 2020,0,50-59,103,1300958.5,0.0791723948150537
596,Sweden,Sweden (NBHW),spring 2020,0,60-69,234,1107818.5,0.211225936378567
597,Sweden,Sweden (NBHW),spring 2020,0,70-74,316,557965.5,0.566343259574293
598,Sweden,Sweden (NBHW),spring 2020,0,75-84,1296,710747.25,1.82343301363459
599,Sweden,Sweden (NBHW),spring 2020,0,85+,1973,263114.5,7.498636525163
600,Sweden,Sweden (NBHW),spring 2020,1,0-49,14,3106020.75,0.00450737491048635
601,Sweden,Sweden (NBHW),spring 2020,1,50-59,18,641899.0,0.0280417947371783
602,Sweden,Sweden (NBHW),spring 2020,1,60-69,67,556185.0,0.120463514837689
603,Sweden,Sweden (NBHW),spring 2020,1,70-74,107,285861.75,0.374306810897226
604,Sweden,Sweden (NBHW),spring 2020,1,75-84,547,379326.75,1.4420285413565
605,Sweden,Sweden (NBHW),spring 2020,1,85+,1089,168650.0,6.45715979839905
606,Sweden,Sweden (NBHW),spring 2020,2,0-49,28,3293890.5,0.00850058616095465
607,Sweden,Sweden (NBHW),spring 2020,2,50-59,85,659059.5,0.128971663408236
608,Sweden,Sweden (NBHW),spring 2020,2,60-69,167,551633.5,0.302737234051231
609,Sweden,Sweden (NBHW),spring 2020,2,70-74,209,272103.75,0.768089377673038
610,Sweden,Sweden (NBHW),spring 2020,2,75-84,749,331420.5,2.25996883113748
611,Sweden,Sweden (NBHW),spring 2020,2,85+,884,94464.5,9.35801279845868
612,Sweden,Sweden (NBHW),spring 2021,0,0-49,36,6418207.75,0.00560904249321004
613,Sweden,Sweden (NBHW),spring 2021,0,50-59,98,1314217.25,0.0745691018741384
614,Sweden,Sweden (NBHW),spring 2021,0,60-69,243,1106977.25,0.219516706418312
615,Sweden,Sweden (NBHW),spring 2021,0,70-74,239,546991.75,0.436935291985665
616,Sweden,Sweden (NBHW),spring 2021,0,75-84,659,746985.5,0.882212573068687
